*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
   15 128    52    0.05    0.00    0.16    0.11    58.8   0.011   0.059   0.101   0.184     0.5     0.7     1.2    24.5     145    2.16    0.14   22.33    2.18     0.1     2.6     7.3     6.0     5.2     2.2     1.2     0.0     0.0      1.      6.     10.     11.     14.     16.     16.     37.     35.     0.0     0.1     0.5     0.6     0.7     0.3     0.1     0.0     0.0     0.1     2.5     6.8     5.4     4.6     2.0     1.1     0.0     0.0     0.0     0.1     0.5     0.5     0.7     0.2     0.1     0.0     0.0
   15 129    53    0.05    0.00    0.16    0.12    58.9   0.012   0.059   0.107   0.185     0.7     1.4     1.4     6.6     159    0.54    0.16    6.04    0.85     0.0     0.4     1.6     1.5     1.8     0.8     0.4     0.0     0.0      0.      7.     11.     11.     15.     18.     18.     40.     38.     0.0     0.0     0.1     0.1     0.2     0.1     0.1     0.0     0.0     0.0     0.4     1.6     1.4     1.6     0.7     0.3     0.0     0.0     0.0     0.0     0.2     0.2     0.3     0.1     0.1     0.0     0.0
   15 130    54    0.05    0.00    0.16    0.12    59.1   0.012   0.059   0.111   0.186     0.5     1.5     1.1     4.5     158    0.40    0.16    4.15    0.63     0.0     0.1     0.3     0.6     1.3     1.0     0.6     0.6     0.0      0.      7.      9.     10.     14.     18.     18.     41.     39.     0.0     0.0     0.0     0.1     0.2     0.1     0.1     0.1     0.0     0.0     0.1     0.3     0.5     1.2     0.9     0.5     0.6     0.0     0.0     0.0     0.0     0.1     0.2     0.1     0.1     0.1     0.0
   15 131    55    0.05    0.01    0.16    0.12    59.2   0.012   0.059   0.112   0.186     0.7     2.4     1.3     1.7     151    0.16    0.15    1.56    0.34     0.0     0.0     0.0     0.0     0.1     0.7     0.4     0.4     0.0      0.      6.      9.      9.     12.     18.     18.     40.     39.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.7     0.3     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0
   15 132    56    0.05    0.01    0.16    0.13    59.4   0.012   0.059   0.113   0.187     0.7     2.8     1.2     1.0     164    0.09    0.16    0.90    0.29     0.0     0.0     0.0     0.0     0.0     0.5     0.2     0.3     0.0      0.      6.      8.     10.     14.     19.     19.     43.     45.     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.2     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0
   15 133    57    0.05    0.01    0.16    0.13    59.6   0.012   0.060   0.114   0.187     0.7     3.1     1.1     0.4     176    0.04    0.18    0.34    0.25     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.1     0.0      1.      7.      9.     10.     13.     21.     21.     46.     47.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0
   15 134    58    0.05    0.02    0.16    0.13    59.8   0.012   0.060   0.114   0.187     0.6     2.8     0.9     0.0     193    0.00    0.19    0.02    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      7.     10.     10.     12.     23.     26.     55.     49.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 135    59    0.05    0.02    0.16    0.13    60.0   0.012   0.060   0.114   0.187     0.8     3.7     1.1     0.0     202    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     11.     12.     28.     27.     56.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 136    60    0.05    0.02    0.17    0.13    60.2   0.012   0.060   0.114   0.188     0.8     3.8     1.0     0.0     200    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     10.     11.     11.     27.     27.     56.     50.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 137    61    0.05    0.03    0.17    0.13    60.4   0.012   0.060   0.114   0.188     0.8     3.9     1.0     0.0     200    0.00    0.20    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      8.     10.     10.     11.     26.     27.     56.     51.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 138    62    0.05    0.03    0.17    0.13    60.5   0.012   0.061   0.114   0.188     0.8     3.9     0.9     0.0     192    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      8.     10.     10.     10.     24.     26.     54.     49.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 139    63    0.05    0.03    0.17    0.13    60.7   0.012   0.061   0.114   0.188     0.8     3.9     0.9     0.0     187    0.00    0.19    0.00    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.      8.     10.     10.      9.     22.     25.     53.     48.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 140    64    0.05    0.04    0.17    0.13    60.9   0.012   0.061   0.114   0.188     0.3     1.4     0.3     0.0     180    0.00    0.18    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      5.      8.     10.      9.     21.     25.     52.     47.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 141    65    0.05    0.04    0.17    0.13    61.1   0.012   0.061   0.114   0.189     0.2     1.3     0.3     0.0     168    0.00    0.17    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      4.      6.      8.      9.     20.     24.     50.     46.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 142    66    0.05    0.04    0.17    0.13    61.2   0.012   0.061   0.114   0.189     0.4     2.0     0.4     0.0     160    0.00    0.16    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      6.      5.      5.      8.     18.     23.     49.     45.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 143    67    0.06    0.04    0.17    0.13    61.4   0.012   0.061   0.114   0.189     0.6     3.0     0.7     0.0     147    0.00    0.15    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      5.      5.      5.      6.     17.     22.     46.     43.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 144    68    0.06    0.04    0.17    0.13    61.5   0.012   0.062   0.114   0.189     0.5     2.5     0.5     0.0     132    0.00    0.13    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      4.      4.      4.      4.     12.     20.     43.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 145    69    0.06    0.05    0.17    0.13    61.6   0.012   0.062   0.114   0.189     0.6     2.9     0.6     0.0     116    0.00    0.12    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      3.      3.      3.      3.     12.     16.     38.     39.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 146    70    0.06    0.05    0.17    0.13    61.8   0.012   0.062   0.114   0.189     0.7     3.6     0.8     0.0     121    0.00    0.12    0.01    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      3.      3.      3.     12.     18.     40.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 147    71    0.06    0.05    0.17    0.13    61.9   0.012   0.062   0.114   0.189     0.8     4.0     0.9     0.0     123    0.00    0.12    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      2.      3.      3.      3.     12.     18.     41.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 148    72    0.06    0.06    0.17    0.13    62.0   0.012   0.062   0.114   0.190     0.8     3.8     0.8     0.1     124    0.00    0.12    0.07    0.13     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0      0.      2.      3.      3.      4.     12.     19.     41.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 149    73    0.06    0.06    0.17    0.13    62.1   0.012   0.062   0.114   0.190     0.7     3.6     0.8     0.3     131    0.03    0.13    0.28    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0      0.      2.      3.      4.      4.     12.     19.     46.     40.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 150    74    0.06    0.07    0.18    0.13    62.3   0.012   0.062   0.114   0.190     0.7     3.4     0.8     0.3     140    0.02    0.14    0.23    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0      0.      3.      3.      4.      4.     15.     20.     48.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 151    75    0.06    0.07    0.18    0.13    62.4   0.012   0.062   0.114   0.190     0.7     3.2     0.7     0.2     144    0.02    0.14    0.19    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0      0.      3.      4.      5.      5.     15.     21.     49.     42.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 152    76    0.06    0.07    0.18    0.13    62.6   0.012   0.063   0.115   0.190     0.6     3.0     0.7     0.2     153    0.02    0.15    0.15    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0      1.      4.      4.      5.      5.     15.     22.     51.     44.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 153    77    0.06    0.07    0.18    0.13    68.0   0.012   0.068   0.115   0.213     1.6     2.9     4.9     0.1    5410    0.01    5.41    0.10   22.38     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0   5232.      7.      6.      7.      7.     18.     26.     58.     49.     5.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0    22.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0
   15 154    78    0.07    0.08    0.19    0.13    72.8   0.012   0.073   0.115   0.232     2.3     2.7     7.7     0.0    4769    0.00    4.77    0.04   19.70     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   4558.     11.     10.     10.     10.     22.     29.     64.     55.     4.6     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    19.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 155    79    0.07    0.08    0.20    0.13    76.4   0.012   0.076   0.115   0.247     2.6     2.5     9.1     0.0    3611    0.00    3.61    0.00   14.82     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3364.     15.     13.     13.     13.     25.     38.     70.     60.     3.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    14.5     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 156    80    0.07    0.08    0.21    0.13    79.1   0.012   0.079   0.115   0.258     2.7     2.4     9.7     0.0    2689    0.00    2.69    0.00   11.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2418.     18.     14.     15.     14.     27.     41.     77.     65.     2.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.9     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 157    81    0.07    0.08    0.22    0.13    81.3   0.012   0.081   0.115   0.268     2.7     2.3     9.9     0.0    2213    0.00    2.21    0.00    9.57     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1906.     22.     17.     18.     17.     31.     44.     86.     71.     1.9     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.2     0.1     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 158    82    0.08    0.09    0.23    0.13    82.6   0.012   0.083   0.115   0.272     2.3     2.1     8.5     0.0    1284    0.00    1.28    0.00    4.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    939.     29.     23.     23.     22.     34.     46.     91.     76.     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.0     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 159    83    0.08    0.09    0.23    0.13    83.4   0.012   0.083   0.115   0.275     2.1     2.0     7.6     0.0     885    0.00    0.88    0.00    2.85     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    519.     32.     25.     25.     24.     36.     47.     96.     80.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.4     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 160    84    0.08    0.09    0.24    0.13    83.9   0.012   0.084   0.115   0.276     0.6     0.7     2.2     0.0     435    0.00    0.44    0.00    0.45     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    101.     10.     24.     25.     24.     35.     44.     94.     79.     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 161    85    0.08    0.09    0.24    0.13    84.2   0.012   0.084   0.115   0.276     1.1     1.3     3.9     0.0     309    0.00    0.31    0.00    0.36     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      8.     20.     23.     22.     32.     40.     89.     76.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
   15 162    86    0.08    0.09    0.24    0.13    84.5   0.012   0.084   0.115   0.276     1.3     1.6     4.3     0.0     282    0.00    0.28    0.00    0.33     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      6.     17.     20.     20.     29.     36.     83.     72.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
